date	total	active
2009-08-13	135	28
2009-08-14 	135 	28
2009-08-15 	136 	30
2009-08-16 	136 	29
2009-08-17 	136 	27
2009-08-18 	136 	26
2009-08-19 	136 	26
2009-08-20 	136 	23
2009-08-21 	136 	15
2009-08-22 	136 	13
2009-08-23 	136 	13
2009-08-24 	137 	13
2009-08-25 	137 	13
2009-08-26 	137 	13
2009-08-27 	137 	14
2009-08-28 	137 	13
2009-08-29 	137 	12
2009-08-30 	137 	10
2009-08-31 	137 	10
2009-09-01 	138 	11
2009-09-02 	138 	12
2009-09-03 	138 	11
2009-09-04 	138 	11
2009-09-05 	138 	10
2009-09-06 	138 	10
2009-09-07 	138 	10
2009-09-08 	138 	15
2009-09-09 	138 	18
2009-09-10 	138 	17
2009-09-11 	138 	17
2009-09-12 	138 	18
2009-09-13 	138 	18
2009-09-14 	137 	16
2009-09-15 	137 	16
2009-09-16 	137 	16
2009-09-17 	137 	16
2009-09-18 	138 	21
2009-09-19 	138 	22
2009-09-20 	138 	22
2009-09-21 	138 	22
2009-09-22 	138 	23
2009-09-23 	138 	22
2009-09-24 	139 	24
2009-09-25 	140 	25
2009-09-26 	140 	25
2009-09-27 	140 	25
2009-09-28 	140 	25
2009-09-29 	140 	25
2009-09-30 	140 	25
2009-10-01 	140 	28
2009-10-02 	140 	31
2009-10-03 	140 	31
2009-10-04 	140 	31
2009-10-05 	140 	31
2009-10-06 	140 	32
2009-10-07 	140 	32
2009-10-08 	140 	34
2009-10-09 	140 	36
2009-10-10 	141 	38
2009-10-11 	141 	38
2009-10-12 	141 	38
2009-10-13 	141 	38
2009-10-14 	141 	45
2009-10-15 	140 	48
2009-10-16 	140 	51
2009-10-17 	140 	52
2009-10-18 	140 	52
2009-10-19 	141 	54
2009-10-20 	141 	54
2009-10-21 	141 	54
2009-10-22 	140 	56
2009-10-23 	140 	56
2009-10-24 	140 	54
2009-10-25 	140 	53
2009-10-26 	140 	52
2009-10-27 	140 	52
2009-10-28 	141 	54
2009-10-29 	141 	55
2009-10-30 	141 	55
2009-10-31 	141 	54
2009-11-01 	141 	54
2009-11-02 	142 	55
2009-11-03 	142 	55
2009-11-04 	142 	56
2009-11-05 	143 	57
2009-11-06 	143 	57
2009-11-07 	143 	54
2009-11-08 	143 	53
2009-11-09 	142 	53
2009-11-10 	142 	53
2009-11-11 	142 	53
2009-11-12 	142 	53
2009-11-13 	142 	47
2009-11-14 	142 	43
2009-11-15 	142 	37
2009-11-16 	142 	36
2009-11-17 	142 	35
2009-11-18 	142 	38
2009-11-19 	142 	38
2009-11-20 	142 	38
2009-11-21 	142 	35
2009-11-22 	142 	34
2009-11-23 	142 	34
2009-11-24 	141 	36
2009-11-25 	141 	36
2009-11-26 	141 	35
2009-11-27 	141 	34
2009-11-28 	141 	33
2009-11-29 	141 	31
2009-11-30 	141 	31
2009-12-01 	142 	33
2009-12-02 	143 	33
2009-12-03 	143 	29
2009-12-04 	143 	29
2009-12-05 	143 	32
2009-12-06 	143 	32
2009-12-07 	143 	32
2009-12-08 	142 	32
2009-12-09 	142 	30
2009-12-10 	142 	30
2009-12-11 	143 	32
2009-12-12 	143 	32
2009-12-13 	143 	32
2009-12-14 	143 	33
2009-12-15 	143 	33
2009-12-16 	143 	33
2009-12-17 	144 	34
2009-12-18 	144 	32
2009-12-19 	144 	32
2009-12-20 	145 	32
2009-12-21 	145 	33
2009-12-22 	145 	33
2009-12-23 	146 	34
2009-12-24 	146 	30
2009-12-25 	146 	30
2009-12-26 	147 	31
2009-12-27 	148 	33
2009-12-28 	149 	34
2009-12-29 	149 	34
2009-12-30 	149 	34
2009-12-31 	149 	32
2010-01-01 	149 	32
2010-01-02 	149 	32
2010-01-03 	149 	32
2010-01-04 	149 	26
2010-01-05 	149 	28
2010-01-06 	149 	29
2010-01-07 	149 	26
2010-01-08 	149 	27
2010-01-09 	151 	32
2010-01-10 	151 	30
2010-01-11 	151 	31
2010-01-12 	151 	41
2010-01-13 	151 	41
2010-01-14 	151 	41
2010-01-15 	151 	41
2010-01-16 	151 	41
2010-01-17 	151 	42
2010-01-18 	154 	45
2010-01-19 	154 	44
2010-01-20 	155 	45
2010-01-21 	156 	47
2010-01-22 	156 	47
2010-01-23 	156 	47
2010-01-24 	156 	47
2010-01-25 	157 	51
2010-01-26 	160 	53
2010-01-27 	161 	54
2010-01-28 	162 	55
2010-01-29 	162 	55
2010-01-30 	162 	55
2010-01-31 	162 	55
2010-02-01 	163 	56
2010-02-02 	163 	56
2010-02-03 	163 	56
2010-02-04 	163 	55
2010-02-05 	164 	55
2010-02-06 	163 	55
2010-02-07 	163 	54
2010-02-08 	164 	52
2010-02-09 	164 	51
2010-02-10 	164 	52
2010-02-11 	164 	45
2010-02-12 	164 	46
2010-02-13 	164 	45
2010-02-14 	164 	45
2010-02-15 	165 	46
2010-02-16 	165 	44
2010-02-17 	165 	44
2010-02-18 	168 	47
2010-02-19 	168 	48
2010-02-20 	168 	47
2010-02-21 	168 	47
2010-02-22 	168 	47
2010-02-23 	168 	47
2010-02-24 	168 	43
2010-02-25 	168 	35
2010-02-26 	168 	30
2010-02-27 	168 	29
2010-02-28 	168 	29
2010-03-01 	168 	29
2010-03-02 	168 	29
2010-03-03 	168 	29
2010-03-04 	169 	28
2010-03-05 	169 	29
2010-03-06 	169 	31
2010-03-07 	169 	31
2010-03-08 	169 	31
2010-03-09 	169 	31
2010-03-10 	169 	30
2010-03-11 	169 	30
2010-03-12 	169 	28
2010-03-13 	169 	29
2010-03-14 	169 	28
2010-03-15 	170 	29
2010-03-16 	170 	30
2010-03-17 	170 	29
2010-03-18 	170 	31
2010-03-19 	170 	32
2010-03-20 	171 	31
2010-03-21 	171 	24
2010-03-22 	173 	26
2010-03-23 	175 	40
2010-03-24 	176 	42
2010-03-25 	176 	42
2010-03-26 	176 	42
2010-03-27 	177 	43
2010-03-28 	177 	43
2010-03-29 	177 	43
2010-03-30 	177 	43
2010-03-31 	177 	44
2010-04-01 	177 	44
2010-04-02 	177 	44
2010-04-03 	177 	44
2010-04-04 	177 	42
2010-04-05 	177 	41
2010-04-06 	177 	41
2010-04-07 	177 	41
2010-04-08 	176 	41
2010-04-09 	176 	41
2010-04-10 	176 	42
2010-04-11 	176 	42
2010-04-12 	176 	41
2010-04-13 	177 	42
2010-04-14 	177 	40
2010-04-15 	177 	40
2010-04-16 	177 	40
2010-04-17 	177 	39
2010-04-18 	177 	40
2010-04-19 	177 	40
2010-04-20 	177 	40
2010-04-21 	177 	40
2010-04-22 	177 	26
2010-04-23 	177 	16
2010-04-24 	177 	12
2010-04-25 	177 	12
2010-04-26 	177 	11
2010-04-27 	177 	11
2010-04-28 	178 	13
2010-04-29 	178 	12
2010-04-30 	178 	11
2010-05-01 	178 	11
2010-05-02 	178 	11
2010-05-03 	178 	12
2010-05-04 	178 	12
2010-05-05 	178 	11
2010-05-06 	179 	11
2010-05-07 	179 	11
2010-05-08 	179 	10
2010-05-09 	179 	10
2010-05-10 	179 	9
2010-05-11 	180 	11
2010-05-12 	180 	11
2010-05-13 	181 	12
2010-05-14 	181 	12
2010-05-15 	181 	12
2010-05-16 	181 	12
2010-05-17 	181 	12
2010-05-18 	181 	13
2010-05-19 	181 	13
2010-05-20 	181 	13
2010-05-21 	181 	13
2010-05-22 	181 	13
2010-05-23 	181 	13
2010-05-24 	181 	13
2010-05-25 	181 	13
2010-05-26 	181 	13
2010-05-27 	182 	14
2010-05-28 	182 	12
2010-05-29 	182 	12
2010-05-30 	182 	12
2010-05-31 	182 	12
2010-06-01 	182 	12
2010-06-02 	182 	12
2010-06-03 	182 	12
2010-06-04 	182 	11
2010-06-05 	182 	11
2010-06-06 	182 	11
2010-06-07 	182 	11
2010-06-08 	182 	10
2010-06-09 	182 	10
2010-06-10 	182 	8
2010-06-11 	182 	8
2010-06-12 	182 	5
2010-06-13 	182 	5
2010-06-14 	182 	5
2010-06-15 	182 	5
2010-06-16 	182 	5
2010-06-17 	182 	4
2010-06-18 	182 	4
2010-06-19 	182 	3
2010-06-20 	182 	3
2010-06-21 	182 	3
2010-06-22 	182 	4
2010-06-23 	182 	4
2010-06-24 	182 	4
2010-06-25 	182 	4
2010-06-26 	182 	3
2010-06-27 	182 	3
2010-06-28 	182 	3
2010-06-29 	182 	2
2010-06-30 	182 	2
2010-07-01 	182 	2
2010-07-02 	182 	1
2010-07-03 	182 	1
2010-07-04 	182 	1
2010-07-05 	182 	1
2010-07-06 	182 	1
2010-07-07 	182 	8
2010-07-08 	182 	9
2010-07-09 	182 	9
2010-07-10 	182 	10
2010-07-11 	182 	10
2010-07-12 	182 	17
2010-07-13 	182 	20
2010-07-14 	182 	20
2010-07-15 	182 	22
2010-07-16 	182 	25
2010-07-17 	182 	26
2010-07-18 	182 	26
2010-07-19 	182 	26
2010-07-20 	183 	29
2010-07-21 	183 	29
2010-07-22 	183 	29
2010-07-23 	184 	30
2010-07-24 	184 	31
2010-07-25 	184 	32
2010-07-26 	184 	32
2010-07-27 	184 	32
2010-07-28 	185 	34
2010-07-29 	185 	38
2010-07-30 	186 	40
2010-07-31 	186 	40
2010-08-01 	186 	40
2010-08-02 	186 	40
2010-08-03 	186 	41
2010-08-04 	186 	41
2010-08-05 	186 	41
2010-08-06 	186 	37
2010-08-07 	186 	37
2010-08-08 	186 	37
2010-08-09 	186 	36
2010-08-10 	186 	36
2010-08-11 	186 	34
2010-08-12 	187 	33
2010-08-13 	187 	33
2010-08-14 	187 	33
2010-08-15 	187 	31
2010-08-16 	187 	30
2010-08-17 	187 	30
2010-08-18 	187 	30
2010-08-19 	187 	24
2010-08-20 	186 	23
2010-08-21 	186 	23
2010-08-22 	186 	23
2010-08-23 	186 	23
2010-08-24 	186 	23
2010-08-25 	186 	23
2010-08-26 	187 	24
2010-08-27 	187 	24
2010-08-28 	187 	20
2010-08-29 	187 	17
2010-08-30 	187 	12
2010-08-31 	186 	11
2010-09-01 	186 	11
2010-09-02 	186 	11
2010-09-03 	187 	12
2010-09-04 	187 	12
2010-09-05 	187 	12
2010-09-06 	187 	12
2010-09-07 	187 	12
2010-09-08 	187 	12
2010-09-09 	187 	13
2010-09-10 	187 	13
2010-09-11 	187 	12
2010-09-12 	187 	12
2010-09-13 	187 	12
2010-09-14 	187 	12
2010-09-15 	187 	12
2010-09-16 	187 	13
2010-09-17 	187 	13
2010-09-18 	187 	12
2010-09-19 	188 	12
2010-09-20 	188 	12
2010-09-21 	188 	12
2010-09-22 	190 	14
2010-09-23 	190 	13
2010-09-24 	190 	14
2010-09-25 	190 	13
2010-09-26 	190 	14
2010-09-27 	190 	14
2010-09-28 	190 	14
2010-09-29 	190 	13
2010-09-30 	190 	14
2010-10-01 	190 	13
2010-10-02 	190 	14
2010-10-03 	190 	15
2010-10-04 	190 	17
2010-10-05 	190 	17
2010-10-06 	190 	19
2010-10-07 	190 	19
2010-10-08 	190 	19
2010-10-09 	190 	18
2010-10-10 	190 	18
2010-10-11 	190 	18
2010-10-12 	190 	18
2010-10-13 	190 	18
2010-10-14 	190 	18
2010-10-15 	190 	18
2010-10-16 	190 	17
2010-10-17 	190 	17
2010-10-18 	190 	17
2010-10-19 	190 	16
2010-10-20 	190 	16
2010-10-21 	190 	16
2010-10-22 	190 	15
2010-10-23 	190 	15
2010-10-24 	190 	15
2010-10-25 	190 	14
2010-10-26 	190 	14
2010-10-27 	190 	14
2010-10-28 	190 	12
2010-10-29 	190 	12
2010-10-30 	190 	12
2010-10-31 	190 	12
2010-11-01 	190 	11
2010-11-02 	191 	8
2010-11-03 	191 	5
2010-11-04 	191 	5
2010-11-05 	191 	5
2010-11-06 	192 	6
2010-11-07 	192 	6
2010-11-08 	192 	5
2010-11-09 	192 	5
2010-11-10 	192 	5
2010-11-11 	192 	5
2010-11-12 	192 	5
2010-11-13 	192 	5
2010-11-14 	192 	5
2010-11-15 	192 	5
2010-11-16 	192 	5
2010-11-17 	192 	5
2010-11-18 	192 	6
2010-11-19 	192 	6
2010-11-20 	192 	6
2010-11-21 	192 	6
2010-11-22 	193 	15
2010-11-23 	193 	18
2010-11-24 	193 	24
2010-11-25 	193 	24
2010-11-26 	193 	24
2010-11-27 	193 	25
2010-11-28 	193 	26
2010-11-29 	194 	28
2010-11-30 	194 	28
2010-12-01 	195 	29
2010-12-02 	195 	29
2010-12-03 	194 	29
2010-12-04 	194 	29
2010-12-05 	195 	29
2010-12-06 	195 	28
2010-12-07 	195 	28
2010-12-08 	195 	28
2010-12-09 	195 	28
2010-12-10 	195 	28
2010-12-11 	195 	28
2010-12-12 	195 	28
2010-12-13 	195 	28
2010-12-14 	195 	28
2010-12-15 	196 	29
2010-12-16 	196 	29
2010-12-17 	196 	29
2010-12-18 	196 	29
2010-12-19 	196 	29
2010-12-20 	196 	29
2010-12-21 	196 	29
2010-12-22 	196 	27
2010-12-23 	196 	25
2010-12-24 	196 	19
2010-12-25 	196 	15
2010-12-26 	196 	11
2010-12-27 	196 	9
2010-12-28 	196 	9
2010-12-29 	196 	7
2010-12-30 	196 	7
2010-12-31 	196 	7
2011-01-01 	196 	4
2011-01-02 	196 	4
2011-01-03 	196 	4
2011-01-04 	197 	4
2011-01-05 	197 	5
2011-01-06 	198 	6
2011-01-07 	198 	6
2011-01-08 	198 	6
2011-01-09 	198 	6
2011-01-10 	199 	7
2011-01-11 	199 	6
2011-01-12 	197 	29
2011-01-13 	197 	31
2011-01-14 	199 	33
2011-01-15 	200 	39
2011-01-16 	200 	39
2011-01-17 	200 	40
2011-01-18 	200 	51
2011-01-19 	200 	53
2011-01-20 	202 	55
2011-01-21 	202 	55
2011-01-22 	202 	55
2011-01-23 	203 	56
2011-01-24 	203 	56
2011-01-25 	203 	57
2011-01-26 	203 	57
2011-01-27 	203 	57
2011-01-28 	204 	58
2011-01-29 	206 	61
2011-01-30 	206 	61
2011-01-31 	205 	61
2011-02-01 	208 	64
2011-02-02 	208 	64
2011-02-03 	209 	64
2011-02-04 	210 	64
2011-02-05 	210 	63
2011-02-06 	212 	65
2011-02-07 	211 	65
2011-02-08 	212 	66
2011-02-09 	214 	70
2011-02-10 	215 	71
2011-02-11 	215 	63
2011-02-12 	215 	62
2011-02-13 	215 	62
2011-02-14 	215 	58
2011-02-15 	216 	58
2011-02-16 	216 	57
2011-02-17 	216 	46
2011-02-18 	217 	49
2011-02-19 	217 	49
2011-02-20 	217 	49
2011-02-21 	217 	49
2011-02-22 	217 	49
2011-02-23 	219 	51
2011-02-24 	221 	54
2011-02-25 	222 	59
2011-02-26 	222 	59
2011-02-27 	224 	61
2011-02-28 	224 	61
2011-03-01 	225 	66
2011-03-02 	225 	66
2011-03-03 	225 	65
2011-03-04 	226 	63
2011-03-05 	226 	62
2011-03-06 	228 	64
2011-03-07 	230 	66
2011-03-08 	230 	66
2011-03-09 	230 	64
2011-03-10 	230 	64
2011-03-11 	230 	54
2011-03-12 	231 	54
2011-03-13 	231 	54
2011-03-14 	231 	55
2011-03-15 	231 	55
2011-03-16 	231 	58
2011-03-17 	232 	58
2011-03-18 	232 	59
2011-03-19 	232 	59
2011-03-20 	231 	55
2011-03-21 	232 	56
2011-03-22 	232 	56
2011-03-23 	233 	57
2011-03-24 	233 	57
2011-03-25 	233 	55
2011-03-26 	233 	47
2011-03-27 	233 	38
2011-03-28 	233 	35
2011-03-29 	233 	34
2011-03-30 	233 	33
2011-03-31 	233 	28
2011-04-01 	234 	29
2011-04-02 	234 	29
2011-04-03 	236 	30
2011-04-04 	237 	30
2011-04-05 	237 	28
2011-04-06 	238 	28
2011-04-07 	238 	27
2011-04-08 	238 	27
2011-04-09 	238 	27
2011-04-10 	238 	28
2011-04-11 	238 	29
2011-04-12 	238 	28
2011-04-13 	238 	29
2011-04-14 	238 	26
2011-04-15 	238 	27
2011-04-16 	238 	26
2011-04-17 	238 	25
2011-04-18 	238 	25
2011-04-19 	238 	25
2011-04-20 	238 	25
2011-04-21 	238 	25
2011-04-22 	238 	26
2011-04-23 	238 	26
2011-04-24 	238 	26
2011-04-25 	239 	27
2011-04-26 	239 	27
2011-04-27 	239 	28
2011-04-28 	240 	29
2011-04-29 	240 	29
2011-04-30 	240 	27
2011-05-01 	240 	27
2011-05-02 	240 	27
2011-05-03 	240 	24
2011-05-04 	240 	25
2011-05-05 	240 	25
2011-05-06 	240 	27
2011-05-07 	240 	27
2011-05-08 	240 	27
2011-05-09 	240 	27
2011-05-10 	240 	25
2011-05-11 	240 	23
2011-05-12 	238 	31
2011-05-13 	239 	36
2011-05-14 	238 	38
2011-05-15 	237 	38
2011-05-16 	237 	41
2011-05-17 	237 	41
2011-05-18 	237 	40
2011-05-19 	237 	40
2011-05-20 	237 	39
2011-05-21 	237 	40
2011-05-23 	236 	42
2011-05-24 	236 	42
2011-05-25 	236 	42
2011-05-26 	236 	42
2011-05-27 	236 	41
2011-05-28 	236 	40
2011-05-29 	236 	40
2011-05-30 	236 	40
2011-05-31 	236 	41
2011-06-01 	236 	41
2011-06-02 	236 	41
2011-06-03 	236 	40
2011-06-04 	236 	40
2011-06-05 	236 	38
2011-06-06 	236 	38
2011-06-07 	236 	38
2011-06-08 	236 	39
2011-06-09 	236 	39
2011-06-10 	236 	39
2011-06-11 	236 	37
2011-06-12 	236 	33
2011-06-13 	236 	30
2011-06-14 	236 	29
2011-06-15 	237 	24
2011-06-16 	237 	24
2011-06-17 	237 	24
2011-06-18 	237 	24
2011-06-19 	237 	24
2011-06-20 	237 	22
2011-06-21 	236 	30
2011-06-22 	236 	26
2011-06-23 	235 	32
2011-06-24 	235 	31
2011-06-25 	235 	32
2011-06-26 	235 	33
2011-06-27 	235 	33
2011-06-28 	235 	33
2011-06-29 	235 	39
2011-06-30 	235 	38
2011-07-01 	235 	38
2011-07-02 	235 	38
2011-07-03 	236 	40
2011-07-04 	236 	40
2011-07-05 	236 	40
2011-07-06 	236 	42
2011-07-07 	236 	46
2011-07-08 	236 	47
2011-07-09 	236 	47
2011-07-10 	237 	48
2011-07-11 	237 	48
2011-07-12 	237 	49
2011-07-13 	237 	50
2011-07-14 	238 	51
2011-07-15 	237 	49
2011-07-16 	237 	49
2011-07-17 	237 	49
2011-07-18 	237 	49
2011-07-19 	237 	49
2011-07-20 	237 	49
2011-07-21 	238 	43
2011-07-22 	238 	42
2011-07-23 	238 	38
2011-07-24 	239 	39
2011-07-25 	238 	38
2011-07-26 	238 	38
2011-07-27 	239 	38
2011-07-28 	239 	40
2011-07-29 	239 	35
2011-07-30 	239 	37
2011-07-31 	240 	39
2011-08-01 	240 	41
2011-08-02 	240 	42
2011-08-03 	241 	43
2011-08-04 	241 	43
2011-08-05 	241 	42
2011-08-06 	242 	39
2011-08-07 	242 	35
2011-08-08 	242 	36
2011-08-09 	242 	38
2011-08-10 	242 	38
2011-08-11 	242 	37
2011-08-12 	242 	36
2011-08-13 	242 	35
2011-08-14 	242 	35
2011-08-15 	241 	35
2011-08-16 	242 	37
2011-08-17 	243 	38
2011-08-18 	243 	39
2011-08-19 	243 	39
2011-08-20 	244 	39
2011-08-21 	244 	39
2011-08-22 	244 	39
2011-08-23 	245 	38
2011-08-24 	245 	38
2011-08-25 	245 	40
2011-08-26 	245 	41
2011-08-27 	244 	43
2011-08-28 	243 	43
2011-08-29 	244 	43
2011-08-30 	244 	44
2011-08-31 	244 	43
2011-09-01 	245 	42
2011-09-02 	247 	49
2011-09-03 	248 	52
2011-09-04 	248 	52
2011-09-05 	248 	50
2011-09-06 	249 	51
2011-09-07 	250 	50
2011-09-08 	251 	49
2011-09-09 	251 	48
2011-09-10 	252 	49
2011-09-11 	252 	50
2011-09-12 	252 	50
2011-09-13 	252 	50
2011-09-14 	252 	50
2011-09-15 	252 	49
2011-09-16 	252 	48
2011-09-17 	252 	48
2011-09-18 	252 	48
2011-09-19 	252 	47
2011-09-20 	252 	47
2011-09-21 	252 	47
2011-09-22 	252 	47
2011-09-23 	252 	47
2011-09-24 	252 	45
2011-09-25 	251 	44
2011-09-26 	251 	41
2011-09-27 	251 	39
2011-09-28 	251 	39
2011-09-29 	252 	40
2011-09-30 	254 	41
2011-10-01 	254 	38
2011-10-02 	254 	29
2011-10-03 	253 	20
2011-10-04 	253 	16
2011-10-05 	253 	15
2011-10-06 	254 	14
2011-10-07 	254 	13
2011-10-08 	254 	11
2011-10-09 	254 	11
2011-10-10 	254 	10
2011-10-11 	254 	10
2011-10-12 	254 	11
2011-10-13 	254 	11
2011-10-14 	254 	12
2011-10-15 	254 	13
2011-10-16 	254 	13
2011-10-17 	254 	13
2011-10-18 	255 	17
2011-10-19 	255 	18
2011-10-20 	255 	19
2011-10-21 	255 	19
2011-10-22 	255 	19
2011-10-23 	255 	19
2011-10-24 	255 	28
2011-10-25 	255 	32
2011-10-26 	256 	32
2011-10-27 	256 	39
2011-10-28 	259 	43
2011-10-29 	259 	44
2011-10-30 	259 	42
2011-10-31 	259 	42
2011-11-01 	260 	43
2011-11-02 	261 	47
2011-11-03 	263 	48
2011-11-04 	263 	48
2011-11-05 	263 	47
2011-11-06 	263 	47
2011-11-07 	264 	48
2011-11-08 	264 	49
2011-11-09 	265 	52
2011-11-10 	265 	51
2011-11-11 	268 	54
2011-11-12 	268 	54
2011-11-13 	268 	53
2011-11-14 	268 	53
2011-11-15 	268 	53
2011-11-16 	267 	53
2011-11-17 	269 	56
2011-11-18 	269 	57
2011-11-19 	269 	58
2011-11-20 	269 	58
2011-11-21 	269 	58
2011-11-22 	269 	58
2011-11-23 	269 	54
2011-11-24 	269 	52
2011-11-25 	269 	52
2011-11-26 	269 	48
2011-11-27 	271 	49
2011-11-28 	271 	49
2011-11-29 	271 	49
2011-11-30 	271 	48
2011-12-01 	272 	49
2011-12-02 	272 	45
2011-12-03 	272 	47
2011-12-04 	272 	40
2011-12-05 	272 	41
2011-12-06 	273 	45
2011-12-07 	274 	45
2011-12-08 	275 	46
2011-12-09 	275 	46
2011-12-10 	277 	50
2011-12-11 	277 	49
2011-12-12 	278 	50
2011-12-13 	278 	50
2011-12-14 	278 	50
2011-12-15 	278 	50
2011-12-16 	278 	50
2011-12-17 	278 	46
2011-12-18 	278 	43
2011-12-19 	278 	41
2011-12-20 	278 	41
2011-12-21 	278 	41
2011-12-22 	278 	41
2011-12-23 	278 	41
2011-12-24 	278 	40
2011-12-25 	278 	40
2011-12-26 	278 	40
2011-12-27 	278 	40
2011-12-28 	277 	40
2011-12-29 	277 	41
2011-12-30 	277 	41
2011-12-31 	277 	41
2012-01-01 	277 	40
2012-01-02 	277 	34
2012-01-03 	277 	34
2012-01-04 	279 	35
2012-01-05 	279 	31
2012-01-06 	279 	30
2012-01-07 	279 	31
2012-01-08 	279 	28
2012-01-09 	279 	19
2012-01-10 	279 	18
2012-01-11 	278 	17
2012-01-12 	278 	14
2012-01-13 	278 	16
2012-01-14 	278 	15
2012-01-15 	280 	16
2012-01-16 	280 	17
2012-01-17 	282 	19
2012-01-18 	282 	19
2012-01-19 	282 	19
2012-01-20 	282 	19
2012-01-21 	283 	20
2012-01-22 	283 	20
2012-01-23 	283 	21
2012-01-24 	283 	21
2012-01-25 	283 	21
2012-01-26 	283 	21
2012-01-27 	283 	22
2012-01-28 	283 	22
2012-01-29 	283 	22
2012-01-30 	283 	22
2012-01-31 	283 	22
2012-02-01 	283 	22
2012-02-02 	283 	22
2012-02-03 	282 	20
2012-02-04 	282 	20
2012-02-05 	282 	20
2012-02-06 	282 	20
2012-02-07 	282 	21
2012-02-08 	282 	21
2012-02-09 	282 	20
2012-02-10 	282 	19
2012-02-11 	282 	19
2012-02-12 	282 	16
2012-02-13 	282 	16
2012-02-14 	282 	14
2012-02-15 	282 	13
2012-02-16 	282 	10
2012-02-17 	282 	9
2012-02-18 	282 	9
2012-02-19 	282 	9
2012-02-20 	282 	10
2012-02-21 	282 	10
2012-02-22 	282 	11
2012-02-23 	283 	12
2012-02-24 	283 	11
2012-02-25 	283 	13
2012-02-26 	283 	13
2012-02-27 	283 	12
2012-02-28 	283 	13
2012-02-29 	283 	13
2012-03-01 	285 	15
2012-03-02 	286 	19
2012-03-03 	286 	19
2012-03-04 	286 	19
2012-03-05 	286 	19
2012-03-06 	286 	19
2012-03-07 	286 	19
2012-03-08 	286 	17
2012-03-09 	286 	17
2012-03-10 	286 	17
2012-03-11 	286 	17
2012-03-12 	286 	17
2012-03-13 	286 	17
2012-03-14 	287 	20
2012-03-15 	287 	20
2012-03-16 	287 	20
2012-03-17 	287 	20
2012-03-18 	287 	20
2012-03-19 	287 	20
2012-03-20 	287 	20
2012-03-21 	288 	33
2012-03-22 	288 	37
2012-03-23 	290 	41
2012-03-24 	290 	41
2012-03-25 	290 	43
2012-03-26 	290 	43
2012-03-27 	290 	47
2012-03-28 	290 	47
2012-03-29 	290 	48
2012-03-30 	290 	49
2012-03-31 	289 	49
2012-04-01 	289 	47
2012-04-02 	289 	48
2012-04-03 	289 	48
2012-04-04 	288 	48
2012-04-05 	288 	48
2012-04-06 	288 	48
2012-04-07 	288 	48
2012-04-08 	288 	48
2012-04-09 	288 	48
2012-04-10 	289 	49
2012-04-11 	290 	50
2012-04-12 	292 	53
2012-04-13 	293 	51
2012-04-15 	292 	50
2012-04-16 	292 	50
2012-04-17 	291 	50
2012-04-18 	291 	55
2012-04-19 	291 	59
2012-04-20 	291 	51
2012-04-21 	291 	48
2012-04-22 	291 	44
2012-04-23 	291 	44
2012-04-24 	290 	52
2012-04-25 	290 	54
2012-04-26 	290 	54
2012-04-27 	289 	53
2012-04-28 	290 	54
2012-04-29 	290 	54
2012-04-30 	290 	54
2012-05-01 	291 	55
2012-05-02 	291 	55
2012-05-03 	291 	56
2012-05-04 	292 	57
2012-05-05 	292 	58
2012-05-06 	293 	59
2012-05-07 	293 	60
2012-05-08 	293 	60
2012-05-09 	294 	64
2012-05-10 	295 	68
2012-05-11 	296 	67
2012-05-12 	297 	69
2012-05-13 	298 	71
2012-05-14 	300 	74
2012-05-15 	300 	75
2012-05-16 	300 	76
2012-05-17 	303 	83
2012-05-18 	306 	84
2012-05-19 	307 	80
2012-05-20 	307 	80
2012-05-21 	307 	80
2012-05-22 	310 	87
2012-05-23 	312 	96
2012-05-24 	313 	94
2012-05-25 	313 	95
2012-05-26 	314 	95
2012-05-27 	314 	96
2012-05-28 	314 	95
2012-05-29 	315 	96
2012-05-30 	315 	96
2012-05-31 	315 	96
2012-06-01 	315 	97
2012-06-02 	315 	96
2012-06-03 	315 	96
2012-06-04 	315 	96
2012-06-05 	316 	97
2012-06-06 	317 	97
2012-06-07 	317 	99
2012-06-08 	319 	99
2012-06-09 	320 	96
2012-06-10 	322 	98
2012-06-11 	323 	98
2012-06-12 	325 	100
2012-06-13 	326 	100
2012-06-14 	327 	101
2012-06-15 	326 	99
2012-06-16 	326 	96
2012-06-17 	326 	96
2012-06-18 	327 	95
2012-06-19 	328 	97
2012-06-20 	328 	97
2012-06-21 	330 	97
2012-06-22 	329 	89
2012-06-23 	329 	86
2012-06-24 	329 	85
2012-06-25 	329 	81
2012-06-26 	330 	80
2012-06-27 	330 	80
2012-06-28 	330 	78
2012-06-29 	331 	80
2012-06-30 	331 	80
2012-07-01 	331 	80
2012-07-02 	331 	79
2012-07-03 	331 	79
2012-07-04 	331 	81
2012-07-05 	332 	84
2012-07-06 	334 	83
2012-07-07 	336 	80
2012-07-08 	337 	80
2012-07-09 	338 	84
2012-07-10 	338 	87
2012-07-11 	339 	87
2012-07-12 	339 	84
2012-07-13 	340 	84
2012-07-14 	342 	86
2012-07-15 	342 	86
2012-07-16 	342 	80
2012-07-17 	341 	78
2012-07-18 	342 	78
2012-07-19 	343 	75
2012-07-20 	344 	71
2012-07-21 	345 	72
2012-07-22 	346 	73
2012-07-23 	346 	71
2012-07-24 	346 	71
2012-07-25 	346 	71
