date	total	active
2015-12-01 	1293 	287
2015-12-02 	1293 	287
2015-12-03 	1296 	289
2015-12-04 	1298 	289
2015-12-05 	1298 	287
2015-12-06 	1299 	286
2015-12-07 	1299 	284
2015-12-08 	1298 	282
2015-12-09 	1300 	282
2015-12-10 	1303 	282
2015-12-11 	1306 	305
2015-12-12 	1307 	313
2015-12-13 	1307 	314
2015-12-14 	1310 	317
2015-12-15 	1312 	324
2015-12-16 	1316 	333
2015-12-17 	1321 	342
2015-12-18 	1323 	346
2015-12-19 	1328 	320
2015-12-20 	1328 	314
2015-12-21 	1332 	312
2015-12-22 	1332 	308
2015-12-23 	1334 	308
2015-12-24 	1336 	307
2015-12-25 	1336 	299
2015-12-26 	1336 	275
2015-12-27 	1336 	256
2015-12-28 	1337 	256
2015-12-29 	1337 	257
2015-12-30 	1338 	255
2015-12-31 	1337 	250
2016-01-01 	1338 	249
2016-01-02 	1338 	248
2016-01-03 	1337 	246
2016-01-04 	1337 	247
2016-01-05 	1337 	246
2016-01-06 	1339 	248
2016-01-07 	1339 	250
2016-01-08 	1339 	251
2016-01-09 	1338 	250
2016-01-10 	1338 	204
2016-01-11 	1340 	193
2016-01-12 	1339 	187
2016-01-13 	1341 	191
2016-01-14 	1352 	255
2016-01-15 	1355 	250
2016-01-16 	1356 	241
2016-01-17 	1357 	231
2016-01-18 	1360 	226
2016-01-19 	1359 	234
2016-01-20 	1360 	234
2016-01-21 	1362 	256
2016-01-22 	1366 	264
2016-01-23 	1368 	266
2016-01-24 	1369 	269
2016-01-25 	1370 	269
2016-01-26 	1373 	277
2016-01-27 	1378 	283
2016-01-28 	1379 	288
2016-01-29 	1380 	290
2016-01-30 	1380 	294
2016-01-31 	1381 	294
2016-02-01 	1383 	296
2016-02-02 	1382 	298
2016-02-03 	1384 	301
2016-02-04 	1387 	305
2016-02-05 	1388 	307
2016-02-06 	1389 	307
2016-02-07 	1389 	304
2016-02-08 	1389 	303
2016-02-09 	1390 	306
2016-02-10 	1390 	306
2016-02-11 	1390 	305
2016-02-12 	1390 	304
2016-02-13 	1390 	248
2016-02-14 	1391 	244
2016-02-15 	1395 	270
2016-02-16 	1406 	306
2016-02-17 	1405 	308
2016-02-18 	1409 	316
2016-02-19 	1410 	318
2016-02-20 	1410 	303
2016-02-21 	1411 	288
2016-02-22 	1412 	285
2016-02-23 	1412 	281
2016-02-24 	1419 	287
2016-02-25 	1422 	284
2016-02-26 	1424 	285
2016-02-27 	1425 	284
2016-02-28 	1426 	284
2016-02-29 	1425 	280
2016-03-01 	1428 	282
2016-03-02 	1431 	284
2016-03-03 	1432 	284
2016-03-04 	1434 	283
2016-03-05 	1433 	292
2016-03-06 	1432 	295
2016-03-07 	1434 	300
2016-03-08 	1435 	304
2016-03-09 	1439 	313
2016-03-10 	1439 	312
2016-03-11 	1438 	313
2016-03-12 	1441 	321
2016-03-13 	1443 	328
2016-03-14 	1449 	341
2016-03-15 	1453 	351
2016-03-16 	1456 	337
2016-03-17 	1457 	331
2016-03-18 	1456 	328
2016-03-19 	1454 	324
2016-03-20 	1452 	312
2016-03-21 	1454 	300
2016-03-22 	1456 	304
2016-03-23 	1457 	303
2016-03-24 	1461 	304
2016-03-25 	1461 	302
2016-03-26 	1460 	299
2016-03-27 	1461 	298
2016-03-28 	1462 	296
2016-03-29 	1462 	296
2016-03-30 	1462 	297
2016-03-31 	1462 	293
2016-04-01 	1463 	294
2016-04-02 	1464 	292
2016-04-03 	1465 	293
2016-04-04 	1464 	279
2016-04-05 	1464 	276
2016-04-06 	1465 	271
2016-04-07 	1468 	274
2016-04-08 	1468 	272
2016-04-09 	1469 	269
2016-04-10 	1470 	264
2016-04-11 	1471 	249
2016-04-12 	1472 	260
2016-04-13 	1480 	263
2016-04-14 	1480 	249
2016-04-15 	1481 	242
2016-04-16 	1484 	234
2016-04-17 	1484 	219
2016-04-18 	1485 	221
2016-04-19 	1484 	247
2016-04-20 	1484 	255
2016-04-21 	1488 	282
2016-04-22 	1492 	293
2016-04-23 	1496 	295
2016-04-24 	1496 	297
2016-04-25 	1498 	298
2016-04-26 	1500 	303
2016-04-27 	1501 	304
2016-04-28 	1503 	308
2016-04-29 	1505 	309
2016-04-30 	1505 	308
2016-05-01 	1508 	311
2016-05-02 	1507 	311
2016-05-03 	1509 	314
2016-05-04 	1512 	317
2016-05-05 	1512 	316
2016-05-06 	1512 	314
2016-05-07 	1513 	312
2016-05-08 	1515 	313
2016-05-09 	1515 	312
2016-05-10 	1516 	313
2016-05-11 	1517 	333
2016-05-12 	1522 	334
2016-05-13 	1523 	335
2016-05-14 	1527 	350
2016-05-15 	1527 	349
2016-05-16 	1531 	347
2016-05-17 	1534 	352
2016-05-18 	1537 	350
2016-05-19 	1540 	352
2016-05-20 	1544 	352
2016-05-21 	1546 	329
2016-05-22 	1546 	311
2016-05-23 	1546 	305
2016-05-24 	1546 	303
2016-05-25 	1547 	304
2016-05-26 	1547 	301
2016-05-27 	1548 	304
2016-05-28 	1551 	306
2016-05-29 	1551 	305
2016-05-30 	1551 	305
2016-05-31 	1552 	305
2016-06-01 	1568 	365
2016-06-02 	1568 	365
2016-06-03 	1569 	364
2016-06-04 	1572 	366
2016-06-05 	1571 	366
2016-06-06 	1572 	368
2016-06-07 	1576 	374
2016-06-08 	1580 	377
2016-06-09 	1581 	376
2016-06-10 	1581 	362
2016-06-11 	1581 	362
2016-06-12 	1584 	359
2016-06-13 	1587 	354
2016-06-14 	1590 	359
2016-06-15 	1592 	378
2016-06-16 	1593 	384
2016-06-17 	1596 	383
2016-06-18 	1596 	370
2016-06-19 	1595 	364
2016-06-20 	1597 	363
2016-06-21 	1598 	364
2016-06-22 	1598 	366
2016-06-23 	1599 	367
2016-06-24 	1600 	360
2016-06-25 	1600 	360
2016-06-26 	1600 	357
2016-06-27 	1600 	354
2016-06-28 	1600 	357
2016-06-29 	1600 	362
2016-06-30 	1600 	361
2016-07-01 	1601 	296
2016-07-02 	1601 	291
2016-07-03 	1603 	289
2016-07-04 	1604 	288
2016-07-05 	1604 	289
2016-07-06 	1603 	289
2016-07-07 	1603 	282
2016-07-08 	1603 	278
2016-07-09 	1605 	282
2016-07-10 	1605 	278
2016-07-11 	1605 	269
2016-07-12 	1606 	267
2016-07-13 	1607 	259
2016-07-14 	1609 	256
2016-07-15 	1609 	234
2016-07-16 	1612 	214
2016-07-17 	1613 	194
2016-07-18 	1614 	174
2016-07-19 	1614 	171
2016-07-20 	1614 	175
2016-07-21 	1613 	177
2016-07-22 	1613 	184
2016-07-23 	1614 	197
2016-07-24 	1613 	203
2016-07-25 	1613 	215
2016-07-26 	1616 	238
2016-07-27 	1618 	246
2016-07-28 	1621 	261
2016-07-29 	1624 	260
2016-07-30 	1625 	260
2016-07-31 	1625 	259
2016-08-01 	1627 	261
2016-08-02 	1630 	261
2016-08-03 	1633 	262
2016-08-04 	1633 	262
2016-08-05 	1633 	262
2016-08-06 	1633 	261
2016-08-07 	1634 	261
2016-08-08 	1634 	255
2016-08-09 	1634 	255
2016-08-10 	1634 	256
2016-08-11 	1633 	252
2016-08-12 	1633 	253
2016-08-13 	1634 	251
2016-08-14 	1636 	235
2016-08-15 	1635 	223
2016-08-16 	1636 	220
2016-08-17 	1635 	221
2016-08-18 	1636 	217
2016-08-19 	1636 	211
2016-08-20 	1634 	208
2016-08-21 	1634 	201
2016-08-22 	1633 	190
2016-08-23 	1633 	188
2016-08-24 	1634 	181
2016-08-25 	1634 	170
2016-08-26 	1633 	145
2016-08-27 	1633 	115
2016-08-28 	1635 	90
2016-08-29 	1634 	81
2016-08-30 	1634 	85
2016-08-31 	1633 	75
2016-09-01 	1634 	78
2016-09-02 	1634 	75
2016-09-03 	1637 	80
2016-09-04 	1637 	75
2016-09-05 	1636 	78
2016-09-06 	1636 	80
2016-09-07 	1638 	85
2016-09-08 	1642 	97
2016-09-09 	1645 	187
2016-09-10 	1645 	216
2016-09-11 	1661 	252
2016-09-12 	1666 	265
2016-09-13 	1683 	293
2016-09-14 	1693 	313
2016-09-15 	1703 	337
2016-09-16 	1711 	350
2016-09-17 	1713 	349
2016-09-18 	1715 	353
2016-09-19 	1715 	351
2016-09-20 	1716 	352
2016-09-21 	1718 	355
2016-09-22 	1723 	360
2016-09-23 	1723 	360
2016-09-24 	1724 	361
2016-09-25 	1723 	362
2016-09-26 	1724 	365
2016-09-27 	1723 	367
2016-09-28 	1724 	372
2016-09-29 	1723 	373
2016-09-30 	1725 	376
2016-10-01 	1726 	372
2016-10-02 	1727 	373
2016-10-03 	1727 	371
2016-10-04 	1729 	373
2016-10-05 	1729 	375
2016-10-06 	1729 	375
2016-10-07 	1731 	377
2016-10-08 	1732 	377
2016-10-09 	1731 	334
2016-10-10 	1735 	323
2016-10-11 	1737 	308
2016-10-12 	1738 	300
2016-10-13 	1738 	276
2016-10-14 	1740 	258
2016-10-15 	1740 	218
2016-10-16 	1740 	151
2016-10-17 	1743 	192
2016-10-18 	1750 	238
2016-10-19 	1751 	269
2016-10-20 	1751 	299
2016-10-21 	1754 	307
2016-10-22 	1757 	316
2016-10-23 	1761 	322
2016-10-24 	1762 	323
2016-10-25 	1767 	331
2016-10-26 	1768 	335
2016-10-27 	1771 	339
2016-10-28 	1772 	336
2016-10-29 	1774 	336
2016-10-30 	1775 	335
2016-10-31 	1775 	336
2016-11-01 	1779 	340
2016-11-02 	1779 	340
2016-11-03 	1779 	340
2016-11-04 	1779 	339
2016-11-05 	1779 	342
2016-11-06 	1778 	339
2016-11-07 	1780 	338
2016-11-08 	1782 	341
2016-11-09 	1784 	345
2016-11-10 	1785 	364
2016-11-11 	1785 	365
2016-11-12 	1787 	372
2016-11-13 	1789 	377
2016-11-14 	1793 	401
2016-11-15 	1808 	429
2016-11-16 	1813 	420
2016-11-17 	1816 	411
2016-11-18 	1820 	397
2016-11-19 	1822 	379
2016-11-20 	1824 	362
2016-11-21 	1825 	347
2016-11-22 	1826 	341
2016-11-23 	1827 	339
2016-11-24 	1827 	337
2016-11-25 	1829 	333
2016-11-26 	1829 	326
2016-11-27 	1830 	327
2016-11-28 	1830 	325
2016-11-29 	1830 	325
2016-11-30 	1831 	326
2016-12-01 	1833 	327
2016-12-02 	1831 	326
2016-12-03 	1832 	326
2016-12-04 	1833 	325
2016-12-05 	1833 	323
2016-12-06 	1833 	324
2016-12-07 	1833 	322
2016-12-08 	1834 	321
2016-12-09 	1836 	315
2016-12-10 	1837 	296
2016-12-11 	1838 	293
2016-12-12 	1837 	289
2016-12-13 	1840 	312
2016-12-14 	1840 	299
2016-12-15 	1840 	291
2016-12-16 	1841 	283
2016-12-17 	1843 	274
2016-12-18 	1842 	245
2016-12-19 	1844 	243
2016-12-20 	1850 	251
2016-12-21 	1857 	263
2016-12-22 	1859 	268
2016-12-23 	1861 	271
2016-12-24 	1862 	270
2016-12-25 	1862 	266
2016-12-26 	1862 	266
2016-12-27 	1862 	265
2016-12-28 	1863 	264
2016-12-29 	1864 	266
2016-12-30 	1865 	268
2016-12-31 	1866 	267
2017-01-01 	1865 	267
2017-01-02 	1864 	268
2017-01-03 	1869 	275
2017-01-04 	1871 	283
2017-01-05 	1872 	285
2017-01-06 	1874 	287
2017-01-07 	1876 	287
2017-01-08 	1876 	280
2017-01-09 	1877 	273
2017-01-10 	1879 	283
2017-01-11 	1879 	284
2017-01-12 	1878 	251
2017-01-13 	1878 	241
2017-01-14 	1877 	239
2017-01-15 	1877 	237
2017-01-16 	1879 	222
2017-01-17 	1882 	218
2017-01-18 	1883 	210
2017-01-19 	1883 	221
2017-01-20 	1885 	240
2017-01-21 	1887 	219
2017-01-22 	1887 	201
2017-01-23 	1889 	209
2017-01-24 	1889 	217
2017-01-25 	1893 	226
2017-01-26 	1893 	231
2017-01-27 	1894 	233
2017-01-28 	1895 	233
2017-01-29 	1895 	230
2017-01-30 	1895 	233
2017-01-31 	1896 	237
2017-02-01 	1896 	238
2017-02-02 	1896 	232
2017-02-03 	1894 	227
2017-02-04 	1895 	230
2017-02-05 	1895 	229
2017-02-06 	1898 	234
2017-02-07 	1899 	237
2017-02-08 	1900 	241
2017-02-09 	1903 	239
2017-02-10 	1904 	272
2017-02-11 	1904 	286
2017-02-12 	1904 	292
2017-02-13 	1906 	316
2017-02-14 	1908 	333
2017-02-15 	1911 	346
2017-02-16 	1914 	361
2017-02-17 	1918 	369
2017-02-18 	1919 	360
2017-02-19 	1922 	352
2017-02-20 	1923 	343
2017-02-21 	1924 	336
2017-02-22 	1924 	327
2017-02-23 	1923 	323
2017-02-24 	1924 	317
2017-02-25 	1925 	316
2017-02-26 	1927 	315
2017-02-27 	1927 	315
2017-02-28 	1927 	316
2017-03-01 	1928 	317
2017-03-02 	1928 	318
2017-03-03 	1929 	317
2017-03-04 	1930 	319
2017-03-05 	1929 	320
2017-03-06 	1932 	319
2017-03-07 	1937 	324
2017-03-08 	1938 	322
2017-03-09 	1939 	344
2017-03-10 	1942 	350
2017-03-11 	1941 	354
2017-03-12 	1941 	333
2017-03-13 	1944 	332
2017-03-14 	1946 	341
2017-03-15 	1953 	340
2017-03-16 	1960 	359
2017-03-17 	1963 	365
2017-03-18 	1965 	363
2017-03-19 	1965 	348
2017-03-20 	1965 	342
2017-03-21 	1967 	344
2017-03-22 	1969 	349
2017-03-23 	1970 	351
2017-03-24 	1971 	349
2017-03-25 	1971 	345
2017-03-26 	1971 	345
2017-03-27 	1974 	345
2017-03-28 	1975 	341
2017-03-29 	1975 	343
2017-03-30 	1977 	344
2017-03-31 	1982 	352
2017-04-01 	1983 	353
2017-04-02 	1984 	354
2017-04-03 	1985 	360
2017-04-04 	1991 	369
2017-04-05 	1991 	373
2017-04-06 	1992 	382
2017-04-07 	1995 	394
2017-04-08 	1999 	380
2017-04-09 	1999 	376
2017-04-10 	1998 	369
2017-04-11 	1998 	368
2017-04-12 	1997 	358
2017-04-13 	1998 	338
2017-04-14 	1997 	337
2017-04-15 	1999 	319
2017-04-16 	1998 	291
2017-04-17 	2000 	282
2017-04-18 	2000 	287
2017-04-19 	2003 	303

